Wall time,Step,Value
1649755281.3621309,99,0.7114074230194092
1649755641.3351834,100,0.7050933837890625
1649756005.886725,101,0.6178954839706421
1649756358.7279866,102,0.5838794112205505
1649756722.434773,103,0.5587750673294067
1649757088.2515254,104,0.49929532408714294
1649757447.2090952,105,0.465158611536026
1649757813.316808,106,0.5635850429534912
1649758173.588469,107,0.6808777451515198
1649758537.400776,108,0.6595704555511475
1649758904.6524668,109,0.46126145124435425
1649759265.6848125,110,0.6248009204864502
1649759630.64518,111,0.5678552985191345
1649759990.1586003,112,0.34964919090270996
1649760353.2127235,113,0.49578770995140076
1649760716.820875,114,0.6414620876312256
1649761080.1733744,115,0.4713314473628998
1649761450.5947664,116,0.46596550941467285
1649761813.9560146,117,0.3987092971801758
1649762175.9839122,118,0.6204255819320679
1649762546.1216114,119,0.37399712204933167
1649762911.3536198,120,0.46052661538124084
1649763276.472989,121,0.420418381690979
1649763641.1434038,122,0.5886003971099854
1649764006.216367,123,0.4296693503856659
1649764384.160188,124,0.44562846422195435
1649764761.5628054,125,0.40788185596466064
1649765144.12704,126,0.5064910650253296
1649765522.7581072,127,0.38980424404144287
1649765899.7608294,128,0.29881393909454346
1649766280.1376455,129,0.5032716393470764
1649766661.9325345,130,0.3853904902935028
1649767049.8895292,131,0.2837403416633606
1649767429.2000391,132,0.8660449385643005
1649767806.3374612,133,0.6933849453926086
1649768187.7092552,134,0.5729063749313354
1649768577.5795348,135,0.3007250130176544
1649768958.0607946,136,0.54148268699646
1649769345.478579,137,0.33361557126045227
1649769726.2177246,138,0.43432334065437317
1649770102.3060782,139,0.6934718489646912
1649770487.3945365,140,0.6215397715568542
1649770866.766038,141,0.49367156624794006
1649771248.155769,142,0.42683732509613037
1649771637.5858715,143,0.5509124994277954
1649772018.0089197,144,0.4661342203617096
1649772396.4899216,145,0.43155476450920105
1649772782.2826607,146,0.4135264456272125
1649773156.8960724,147,0.40553006529808044
1649773540.4275422,148,0.385379821062088
1649773924.0113218,149,0.5305802822113037
1649774302.3216352,150,0.32886701822280884
1649774688.9314163,151,0.4877464771270752
1649775055.9569042,152,0.30369046330451965
1649775427.829436,153,0.4982490837574005
1649775801.696801,154,0.3435913920402527
1649776166.0942647,155,0.4044288098812103
1649776533.4282882,156,0.4507701098918915
1649776900.6362798,157,0.4471541941165924
1649777269.4268372,158,0.44495850801467896
1649777637.533514,159,0.4542691111564636
1649778001.6844933,160,0.5607918500900269
1649778369.4480367,161,0.33555546402931213
1649778734.2920501,162,0.322746604681015
1649779098.1168084,163,0.5059389472007751
1649779471.1311123,164,0.35524094104766846
1649779836.4855309,165,0.4038458466529846
1649780210.7993348,166,0.35314083099365234
1649780582.7646875,167,0.5310534834861755
