Wall time,Step,Value
1648957693.7660725,28400,21.724323272705078
1648958012.5870807,28420,21.667051315307617
1648958334.3844073,28440,21.695085525512695
1648958660.2053719,28460,21.401792526245117
1648958980.9315422,28480,21.446584701538086
1648959308.108312,28500,21.49502182006836
1648959644.8994915,28520,22.057165145874023
1648959974.048829,28540,21.398630142211914
1648960307.597057,28560,21.493209838867188
1648960635.9084992,28580,21.52916145324707
1648960955.8032951,28600,21.873144149780273
1648961280.1384804,28620,21.915176391601562
1648961599.0673227,28640,21.974010467529297
1648961916.711964,28660,22.02646255493164
1648962242.839709,28680,21.971515655517578
1648962563.1875443,28700,22.11301612854004
1648962887.2630413,28720,22.57078742980957
1648963210.6462474,28740,23.43144989013672
1648963536.9132164,28760,23.6322078704834
1648963861.2846622,28780,23.02301597595215
1648964212.0643878,28800,21.95140838623047
1648964529.4397888,28820,22.064598083496094
1648964846.7137477,28840,22.188928604125977
1648965170.1691601,28860,21.99553871154785
1648965489.5781248,28880,21.99884033203125
1648965813.1865146,28900,22.017595291137695
1648966138.7831204,28920,22.392719268798828
1648966464.335541,28940,22.510128021240234
1648966795.1175604,28960,22.927738189697266
1648967129.1886792,28980,23.00066566467285
1648967455.059032,29000,23.632558822631836
1648967781.1650226,29020,23.46052360534668
1648968106.7403622,29040,23.39606475830078
1648968436.9958158,29060,23.51265525817871
1648968764.4000566,29080,23.094303131103516
1648969095.826776,29100,22.93871307373047
1648969414.4350579,29120,22.57891082763672
1648969748.2761576,29140,22.649208068847656
1648970076.0278726,29160,22.962024688720703
1648970394.7946987,29180,23.005035400390625
1648970750.196655,29200,22.97444725036621
1648971076.8738813,29220,22.514833450317383
1648971390.5823658,29240,22.32925796508789
1648971716.244543,29260,22.418642044067383
1648972036.1007435,29280,23.084571838378906
1648972363.2557743,29300,22.461450576782227
1648972686.7123141,29320,22.878070831298828
1648973008.121376,29340,22.53658676147461
1648973334.2036777,29360,23.03729820251465
1648973664.6881478,29380,22.751981735229492
1648973992.7293382,29400,22.705778121948242
1648974333.4581115,29420,22.43364715576172
1648974668.0539715,29440,22.95461082458496
1648975030.7038493,29460,23.306589126586914
1648975359.3055766,29480,23.90549659729004
1648975686.2740085,29500,23.30670166015625
1648976025.8908522,29520,23.02640724182129
1648976355.6198204,29540,23.45961570739746
1648976683.946424,29560,23.527679443359375
1648977002.2515695,29580,23.55076026916504
1648977313.0642364,29600,23.359872817993164
1648977630.3946078,29620,23.642868041992188
1648977955.201243,29640,23.649606704711914
1648978283.141369,29660,23.592100143432617
1648978610.00727,29680,24.1492919921875
1648978931.201642,29700,23.19774055480957
1648979261.267392,29720,23.8763370513916
1648979581.517532,29740,24.25931739807129
1648979908.8296854,29760,23.93702507019043
1648980227.6199613,29780,23.965988159179688
1648980555.2764893,29800,23.267858505249023
1648980877.9739022,29820,23.772247314453125
1648981196.2818713,29840,23.535076141357422
1648981518.7693517,29860,23.58285903930664
1648981842.29136,29880,23.754606246948242
1648982165.1093826,29900,23.461376190185547
1648982496.9597163,29920,23.850393295288086
1648982814.36248,29940,23.901887893676758
1648983136.1546946,29960,23.823238372802734
1648983461.919233,29980,23.51653480529785
