Wall time,Step,Value
1649855261.652607,100,0.7057632803916931
1649855570.1204684,101,0.6466294527053833
1649855870.789844,102,0.3704301714897156
1649856171.7298875,103,0.13082197308540344
1649856472.5425904,104,0.03683002293109894
1649856779.5662422,105,0.014663209207355976
1649857083.9176853,106,0.008028510957956314
1649857390.2775137,107,0.007467775605618954
1649857694.2756283,108,0.0043695298954844475
1649858001.0156367,109,0.00419587641954422
1649858303.8619742,110,0.003096961881965399
1649858614.2348797,111,0.0027240226045250893
1649858923.9379587,112,0.002471745479851961
1649859235.7354455,113,0.0020757445599883795
1649859539.6489692,114,0.0019246344454586506
1649859853.2334814,115,0.0019417025614529848
1649860157.497684,116,0.0015794920036569238
1649860472.213343,117,0.0014701145701110363
1649860776.980407,118,0.0013154452899470925
1649861086.309676,119,0.0013947695260867476
1649861390.2583077,120,0.0013003076892346144
1649861701.1726043,121,0.001114749233238399
1649862007.944535,122,0.0012929515214636922
1649862315.4880452,123,0.0010192858753725886
1649862628.5463374,124,0.0008376126061193645
1649862941.4620636,125,0.0010632439516484737
1649863249.7701588,126,0.0009049648069776595
1649863558.5209777,127,0.001009039580821991
1649863870.7366862,128,0.0008351800497621298
1649864181.7871053,129,0.0006753920461051166
1649864507.5066433,130,0.0006708374130539596
1649864816.5129874,131,0.0005650169914588332
1649865132.527545,132,0.0005937780952081084
1649865442.9894304,133,0.0005549297202378511
1649865759.150221,134,0.0004991804016754031
1649866066.245113,135,0.000571171345654875
1649866374.1273122,136,0.0004889487754553556
1649866680.3477051,137,0.0004644326400011778
1649866996.0926895,138,0.0004357642028480768
1649867299.960057,139,0.00045320455683395267
1649867610.0586824,140,0.00048072656500153244
1649867915.0641398,141,0.0003893641696777195
1649868223.885264,142,0.00042660158942453563
1649868525.0517433,143,0.000488676130771637
1649868835.7683678,144,0.00044065379188396037
1649869136.3463614,145,0.0005185925401747227
1649869449.8931718,146,0.0004097041382919997
1649869752.4237819,147,0.0002939617552328855
1649870060.9616036,148,0.00033180424361489713
1649870359.1875653,149,0.00027526330086402595
