Wall time,Step,Value
1649855033.3328402,1600,30.026870727539062
1649855113.7591867,1605,30.13880729675293
1649855259.963873,1615,29.2213191986084
1649855419.7264078,1621,28.751697540283203
1649855499.7522898,1626,28.533235549926758
1649855568.4728842,1631,29.07952880859375
1649855645.8577054,1632,29.784160614013672
1649855722.5135088,1637,28.630512237548828
1649855799.110843,1642,28.6303653717041
1649855869.1792376,1647,29.938701629638672
1649855942.8988426,1648,28.38014793395996
1649856015.4495475,1653,29.271045684814453
1649856098.0838118,1658,29.2929744720459
1649856170.1158402,1663,29.130107879638672
1649856249.6862001,1664,29.759138107299805
1649856324.0738149,1669,28.826082229614258
1649856401.0366635,1674,29.23122215270996
1649856470.8676455,1679,29.395774841308594
1649856544.5856771,1680,30.15317726135254
1649856622.3684874,1685,28.667055130004883
1649856708.6032627,1690,29.013744354248047
1649856778.0201066,1695,29.240970611572266
1649856858.9813461,1696,28.614604949951172
1649856937.676444,1701,28.85889434814453
1649857082.1480222,1711,29.59538459777832
1649857316.1750994,1722,29.402448654174805
1649857388.5371919,1727,28.467853546142578
1649857467.0027056,1728,26.588821411132812
1649857541.869078,1733,29.031373977661133
1649857619.4151924,1738,29.13424301147461
1649857767.2136414,1744,29.7492618560791
1649857845.8467224,1749,28.874691009521484
1649857927.0719488,1754,28.930999755859375
1649857999.3011196,1759,28.583084106445312
1649858074.9637527,1760,29.796669006347656
1649858229.7834468,1770,28.125213623046875
1649858302.0913017,1775,28.851356506347656
1649858381.4293838,1776,29.54533576965332
1649858458.7765756,1781,28.265045166015625
1649858533.8402364,1786,28.73194694519043
1649858612.4496198,1791,28.813156127929688
1649858769.5568998,1797,28.991044998168945
1649858853.2000346,1802,29.341466903686523
1649859001.9431932,1808,29.245813369750977
1649859080.7313428,1813,28.83148765563965
1649859163.3985608,1818,29.166534423828125
1649859234.0305712,1823,28.201129913330078
1649859314.2024448,1824,28.73196029663086
1649859384.7994237,1829,27.662094116210938
1649859537.9934819,1839,28.227256774902344
1649859622.2321327,1840,27.464397430419922
1649859702.139954,1845,28.74186134338379
1649859783.6023653,1850,28.75339698791504
1649859851.6833148,1855,28.747011184692383
1649859933.6840966,1856,27.198368072509766
1649860008.9662306,1861,28.989301681518555
1649860082.9095643,1866,29.336641311645508
1649860155.805754,1871,27.76280975341797
1649860236.1887186,1872,28.474517822265625
1649860317.8762233,1877,27.935073852539062
1649860470.4210184,1887,29.359704971313477
1649860548.1669858,1888,28.819305419921875
1649860624.2653463,1893,28.580034255981445
1649860705.3762608,1898,28.260961532592773
1649860775.272293,1903,27.92520523071289
1649860854.4019198,1904,29.58184051513672
1649860932.0031762,1909,27.54880142211914
1649861009.7133462,1914,28.6280460357666
1649861084.6385932,1919,28.41546058654785
1649861238.5218823,1925,29.13379669189453
1649861314.7036672,1930,28.806564331054688
1649861474.7334516,1936,28.336355209350586
1649861551.1252198,1941,28.058116912841797
1649861628.402009,1946,28.524253845214844
1649861699.511651,1951,28.68124771118164
1649861778.870522,1952,27.709671020507812
1649861856.2525525,1957,28.021236419677734
1649862006.067251,1967,28.62125015258789
1649862088.2347894,1968,28.221298217773438
1649862164.777748,1973,28.819305419921875
1649862239.3195205,1978,29.23160743713379
1649862313.7696207,1983,27.398605346679688
1649862393.0659258,1984,26.842348098754883
1649862471.5894969,1989,28.174577713012695
1649862627.163121,1999,28.668190002441406
1649862708.1757722,2000,27.487058639526367
1649862786.9906263,2005,28.821348190307617
1649862866.9023473,2010,28.217493057250977
1649862939.7387276,2015,28.200674057006836
1649863017.6742902,2016,28.982425689697266
1649863092.8553991,2021,27.87835693359375
1649863173.355992,2026,28.650028228759766
1649863324.4867485,2032,28.44662857055664
1649863399.7499485,2037,28.623411178588867
1649863491.4492466,2042,28.417034149169922
1649863556.7867873,2047,28.500492095947266
1649863635.2550035,2048,27.715194702148438
1649863715.7618322,2053,28.61114501953125
1649863790.7760763,2058,28.51373291015625
1649863868.9208388,2063,27.693021774291992
1649863953.9413712,2064,28.333309173583984
1649864035.5437915,2069,28.070274353027344
1649864114.8826485,2074,28.53644561767578
1649864180.095971,2079,28.43545913696289
1649864259.4495142,2080,27.746173858642578
1649864346.715263,2085,28.36444664001465
1649864432.882714,2090,28.200538635253906
1649864505.732337,2095,28.223037719726562
1649864585.9729738,2096,28.069021224975586
1649864661.0468705,2101,28.281518936157227
1649864744.7453673,2106,27.921939849853516
1649864814.7645419,2111,28.86262321472168
1649864971.528021,2117,28.32174301147461
1649865055.1617756,2122,28.189523696899414
1649865292.8730183,2133,28.217445373535156
1649865368.714453,2138,28.09085464477539
1649865519.8767188,2144,28.891504287719727
1649865595.0519855,2149,28.097797393798828
1649865757.3950336,2159,28.07160186767578
1649865918.9471676,2165,28.87655258178711
1649865991.4872248,2170,28.064836502075195
1649866064.457502,2175,27.77434730529785
1649866141.2038977,2176,28.755788803100586
1649866216.0613036,2181,28.671035766601562
1649866298.8544776,2186,28.50678825378418
1649866453.6358738,2192,26.438371658325195
1649866529.3387744,2197,28.862089157104492
1649866605.6803362,2202,28.49068260192871
1649866678.71627,2207,28.366703033447266
1649866838.8266492,2213,28.556013107299805
1649866919.6377902,2218,28.44613265991211
1649866994.419098,2223,27.745960235595703
1649867070.080363,2224,28.33397674560547
1649867148.5008028,2229,28.258363723754883
1649867223.120107,2234,28.67482566833496
1649867298.2701066,2239,28.036314010620117
1649867453.2215996,2245,28.809173583984375
1649867536.8865397,2250,27.494794845581055
1649867687.3148131,2256,27.919170379638672
1649867761.8268592,2261,28.267032623291016
1649867913.218585,2271,28.3117733001709
1649867988.5930076,2272,28.935958862304688
1649868069.9526596,2277,27.330183029174805
1649868222.0318143,2287,29.138277053833008
1649868300.1046271,2288,28.402896881103516
1649868374.995323,2293,28.27884292602539
1649868523.2643995,2303,28.707483291625977
1649868598.9893222,2304,30.833986282348633
1649868677.3776038,2309,27.709257125854492
1649868762.520816,2314,28.211368560791016
1649868914.370992,2320,28.59994125366211
1649868988.5346463,2325,28.18214225769043
1649869065.3018005,2330,28.58823013305664
1649869134.4710927,2335,28.04690170288086
1649869215.9875798,2336,26.451560974121094
1649869296.6057096,2341,28.44367218017578
1649869375.7980082,2346,28.582454681396484
1649869448.195476,2351,28.353713989257812
1649869522.003625,2352,26.527912139892578
1649869675.9421036,2362,28.38800811767578
1649869750.6976657,2367,28.56664276123047
1649869985.8062649,2378,28.1755313873291
1649870285.391257,2394,27.72711753845215
1649870357.3389575,2399,28.4238224029541
1649870524.4312637,2405,28.307283401489258
1649870597.160891,2410,28.520967483520508
1649870668.2931237,2415,28.26597023010254
1649870821.7863004,2421,28.904766082763672
1649870892.1526911,2426,28.624162673950195
1649870968.4487972,2431,27.517465591430664
1649871053.3055508,2432,26.18718147277832
1649871136.5840044,2437,28.642982482910156
1649871360.1705754,2448,29.354019165039062
1649871434.3950512,2453,28.877443313598633
1649871514.3585117,2458,28.288782119750977
1649871582.360408,2463,27.71377182006836
1649871662.0471902,2464,28.366275787353516
1649871739.0565233,2469,29.107576370239258
1649871819.0986016,2474,27.87482261657715
1649871893.5230036,2479,28.115665435791016
1649871968.3474526,2480,29.252559661865234
1649872044.0707383,2485,28.371267318725586
1649872121.988689,2490,28.104005813598633
1649872190.2189724,2495,28.425777435302734
1649872356.0881948,2501,28.439796447753906
1649872432.942151,2506,28.364574432373047
1649872506.7299178,2511,28.49394989013672
1649872656.6514788,2517,28.27414321899414
1649872734.0438113,2522,27.88007926940918
1649872805.4525318,2527,28.745752334594727
1649872888.9781044,2528,26.28797721862793
1649872964.0418482,2533,28.378801345825195
1649873037.8347867,2538,28.797134399414062
1649873110.5326846,2543,28.64960289001465
1649873267.3373594,2549,28.944812774658203
1649873336.9914532,2554,27.783504486083984
1649873491.1725779,2560,28.89400863647461
1649873564.560261,2565,28.460784912109375
1649873644.5420263,2570,29.149463653564453
1649873793.0515618,2576,27.549903869628906
1649873878.2579262,2581,29.27554702758789
1649873952.3264546,2586,27.59253692626953
1649874017.9853957,2591,28.190799713134766
1649874096.1382484,2592,26.677141189575195
1649874172.4851542,2597,28.540428161621094
1649874252.2186363,2602,28.1799373626709
1649874325.042061,2607,28.729585647583008
1649874402.944674,2608,29.0648250579834
1649874475.18363,2613,28.305973052978516
1649874554.1251612,2618,27.68337059020996
1649874626.0682619,2623,28.91208267211914
1649874709.7317686,2624,30.107982635498047
1649874859.6268864,2634,28.555015563964844
1649874930.9800696,2639,28.04584503173828
1649875007.2898073,2640,30.777442932128906
1649875088.3994298,2645,28.264732360839844
1649875235.6480772,2655,28.36455535888672
1649875308.9817114,2656,28.0859375
1649875387.4790554,2661,28.485919952392578
1649875539.4004934,2671,28.06863021850586
1649875691.461764,2677,28.96841049194336
1649875841.6170888,2687,28.910079956054688
1649875918.8565567,2688,30.438392639160156
1649875997.3355331,2693,28.012271881103516
1649876072.0904438,2698,27.84242057800293
1649876144.3266969,2703,29.211074829101562
1649876294.8192368,2709,28.09557342529297
1649876370.1462076,2714,28.69797134399414
1649876449.2133927,2719,28.12554359436035
1649876524.3651628,2720,31.24266815185547
1649876597.89031,2725,28.245277404785156
1649876678.4020817,2730,27.719345092773438
1649876753.1796622,2735,28.835525512695312
1649876833.2568977,2736,27.066410064697266
1649877219.9610167,2757,27.771575927734375
1649877364.8169549,2767,28.875102996826172
1649877439.9392557,2768,30.733299255371094
1649877594.7866938,2778,28.392974853515625
1649877676.8579776,2783,28.424715042114258
1649877764.8650327,2784,27.503108978271484
1649877850.9775846,2789,28.583419799804688
1649877935.2716503,2794,29.05937385559082
1649878000.6799045,2799,27.867881774902344
1649878078.981605,2800,28.247802734375
1649878148.6558046,2805,28.30005645751953
1649878240.5557144,2810,27.936662673950195
1649878317.6119049,2815,28.685226440429688
1649878397.1519346,2816,27.97199249267578
1649878621.3919752,2831,28.82877540588379
1649878691.8065917,2832,29.584705352783203
1649878772.9950318,2837,27.607582092285156
1649878851.1257417,2842,29.24311065673828
1649878926.5286057,2847,28.287805557250977
1649879084.35105,2853,28.655916213989258
1649879156.437354,2858,28.155914306640625
1649879231.272335,2863,28.167312622070312
1649879305.478946,2864,27.581941604614258
1649879382.4493973,2869,28.609176635742188
1649879464.9163816,2874,28.575876235961914
1649879539.2233717,2879,28.04827880859375
1649879620.128638,2880,26.46670913696289
1649879694.6347456,2885,28.566593170166016
1649879769.8707452,2890,28.71939468383789
1649879841.2470922,2895,27.91984748840332
1649879918.5691032,2896,28.786775588989258
1649879991.8827016,2901,28.996082305908203
1649880080.9220572,2906,27.865703582763672
1649880149.3496697,2911,28.272897720336914
1649880226.768561,2912,27.59822654724121
1649880386.1279755,2922,28.909870147705078
1649880458.8651133,2927,28.031681060791016
1649880612.0464675,2933,28.656082153320312
1649880767.5710099,2943,28.124401092529297
1649880922.9710512,2949,27.82828712463379
1649880994.6443632,2954,28.977245330810547
1649881068.1516938,2959,28.46125030517578
1649881142.9562848,2960,28.453651428222656
1649881223.2127984,2965,28.240596771240234
1649881302.025876,2970,27.88451385498047
1649881379.238772,2975,29.16718864440918
1649881467.2071307,2976,27.00359535217285
1649881548.7542205,2981,27.771514892578125
1649881621.5947118,2986,29.015600204467773
1649881697.7322896,2991,28.733346939086914
1649881771.6589854,2992,28.79300880432129
1649881857.7935505,2997,28.70844841003418
1649881932.0890014,3002,27.956039428710938
1649882012.892372,3007,28.428890228271484
1649882090.327907,3008,28.65534782409668
1649882171.0383222,3013,28.878149032592773
1649882250.5218303,3018,28.202028274536133
1649882324.9773068,3023,28.317689895629883
