Wall time,Step,Value
1649855033.332946,1600,0.12351622432470322
1649855113.7593153,1605,0.12785594165325165
1649855259.9639678,1615,0.14391325414180756
1649855419.7265024,1621,0.12535947561264038
1649855499.7523847,1626,0.11894948035478592
1649855568.4729989,1631,0.13914097845554352
1649855645.8578005,1632,0.09675944596529007
1649855722.5136259,1637,0.12059102952480316
1649855799.11094,1642,0.13912954926490784
1649855869.1793609,1647,0.12212351709604263
1649855942.8989391,1648,0.13950645923614502
1649856015.4496486,1653,0.12191102653741837
1649856098.083914,1658,0.12294545024633408
1649856170.1159518,1663,0.12330715358257294
1649856249.6863267,1664,0.12148991972208023
1649856324.0739603,1669,0.12439986318349838
1649856401.0367858,1674,0.1213807538151741
1649856470.867757,1679,0.12041855603456497
1649856544.585775,1680,0.10141842812299728
1649856622.3685827,1685,0.11935164779424667
1649856708.6033592,1690,0.1356731355190277
1649856778.0202024,1695,0.11505458503961563
1649856858.98149,1696,0.13011124730110168
1649856937.676536,1701,0.11605280637741089
1649857082.1481252,1711,0.12525784969329834
1649857316.175249,1722,0.1185905784368515
1649857388.5372982,1727,0.12040964514017105
1649857467.0028203,1728,0.09013339132070541
1649857541.8692431,1733,0.124573715031147
1649857619.415324,1738,0.1158561110496521
1649857767.2137542,1744,0.13405676186084747
1649857845.8468347,1749,0.10605427622795105
1649857927.0720534,1754,0.10747683048248291
1649857999.301231,1759,0.1276983618736267
1649858074.9638584,1760,0.11615808308124542
1649858229.7835765,1770,0.1104123443365097
1649858302.0914888,1775,0.1063472107052803
1649858381.4294925,1776,0.0897756814956665
1649858458.776701,1781,0.12618780136108398
1649858533.8403404,1786,0.10732042044401169
1649858612.4497163,1791,0.11388815939426422
1649858769.557011,1797,0.10336140543222427
1649858853.2001371,1802,0.11900770664215088
1649859001.94334,1808,0.097104012966156
1649859080.731457,1813,0.11010303348302841
1649859163.3986568,1818,0.11020153760910034
1649859234.0306668,1823,0.11367830634117126
1649859314.2025614,1824,0.13013075292110443
1649859384.7995312,1829,0.11218952387571335
1649859537.9935834,1839,0.10579124838113785
1649859622.2322688,1840,0.1258373111486435
1649859702.1400921,1845,0.09869474172592163
1649859783.6025307,1850,0.10555596649646759
1649859851.6834095,1855,0.11527173221111298
1649859933.6842008,1856,0.08895417302846909
1649860008.9663675,1861,0.10352122038602829
1649860082.909717,1866,0.11390815675258636
1649860155.8058498,1871,0.10348838567733765
1649860236.1888208,1872,0.10577581077814102
1649860317.8763633,1877,0.10860807448625565
1649860470.421117,1887,0.09195601940155029
1649860548.167107,1888,0.09342744201421738
1649860624.2654629,1893,0.10313982516527176
1649860705.3763685,1898,0.1068824976682663
1649860775.272389,1903,0.1082788035273552
1649860854.4020343,1904,0.0810769721865654
1649860932.0033011,1909,0.11029081791639328
1649861009.7135372,1914,0.10227332264184952
1649861084.6386962,1919,0.1008773222565651
1649861238.528107,1925,0.10630575567483902
1649861314.7038996,1930,0.08356624841690063
1649861474.7335536,1936,0.11451619118452072
1649861551.1253378,1941,0.10754851251840591
1649861628.4021437,1946,0.09355426579713821
1649861699.5117538,1951,0.09354870766401291
1649861778.870626,1952,0.1126921996474266
1649861856.252669,1957,0.09302455931901932
1649862006.0673482,1967,0.09487161040306091
1649862088.234892,1968,0.10052970796823502
1649862164.7778523,1973,0.09218861162662506
1649862239.3196464,1978,0.08574197441339493
1649862313.7697167,1983,0.11206184327602386
1649862393.066028,1984,0.10488160699605942
1649862471.5896046,1989,0.09847334772348404
1649862627.163226,1999,0.09717416018247604
1649862708.1758707,2000,0.09814246743917465
1649862786.9907207,2005,0.09977462887763977
1649862866.9024565,2010,0.09095992147922516
1649862939.738823,2015,0.08933313190937042
1649863017.6743932,2016,0.11311673372983932
1649863092.8554945,2021,0.0993523895740509
1649863173.3560984,2026,0.09219823777675629
1649863324.4868486,2032,0.10722191631793976
1649863399.7501302,2037,0.0887722298502922
1649863491.449358,2042,0.09245392680168152
1649863556.7868834,2047,0.09408934414386749
1649863635.2551055,2048,0.08867690712213516
1649863715.761937,2053,0.0919085443019867
1649863790.7762253,2058,0.1001695767045021
1649863868.9211273,2063,0.08765207231044769
1649863953.9414687,2064,0.09978314489126205
1649864035.5439491,2069,0.09462756663560867
1649864114.8827631,2074,0.09339388459920883
1649864180.0960662,2079,0.0864831805229187
1649864259.4496503,2080,0.09341766685247421
1649864346.7153702,2085,0.09142319113016129
1649864432.882815,2090,0.09187566488981247
1649864505.732432,2095,0.09051062166690826
1649864585.9730704,2096,0.09534323215484619
1649864661.0470119,2101,0.08272214233875275
1649864744.7454693,2106,0.10543764382600784
1649864814.7646372,2111,0.08620385825634003
1649864971.528133,2117,0.08381620049476624
1649865055.1618705,2122,0.09340596199035645
1649865292.8731134,2133,0.09398099035024643
1649865368.7145817,2138,0.08920124918222427
